transaction_id,amount,payment_method,failure_reason,bank,hour_of_day,day_of_week,is_weekend,prev_retry_attempts,customer_success_rate_history,retry_success
txn_010796,245.62,Debit Card,wrong_otp,Yes Bank,22,6,1,1,0.878,1
txn_010797,646.75,Debit Card,insufficient_funds,Yes Bank,23,1,0,1,0.424,1
txn_010798,308.36,Netbanking,bank_server_down,SBI,10,0,0,1,0.608,1
txn_010799,2093.6,Netbanking,insufficient_funds,SBI,13,5,1,0,0.504,0
txn_010800,309.8,Credit Card,wrong_otp,Axis,4,6,1,3,0.863,0
txn_010801,1510.09,Debit Card,insufficient_funds,Kotak,20,4,0,1,0.964,0
txn_010802,172.33,Debit Card,network_timeout,HDFC,17,6,1,2,0.924,0
txn_010803,453.2,UPI,bank_server_down,ICICI,15,0,0,0,0.669,1
txn_010804,1926.24,UPI,wrong_otp,Axis,11,6,1,1,0.613,0
txn_010805,125.75,Netbanking,insufficient_funds,Axis,16,1,0,2,0.58,0
txn_010806,1265.23,Debit Card,insufficient_funds,ICICI,11,0,0,0,0.547,0
txn_010807,1528.51,Credit Card,network_timeout,Axis,8,1,0,0,0.575,1
txn_010808,341.64,Credit Card,insufficient_funds,ICICI,3,6,1,1,0.881,0
txn_010809,356.88,UPI,risk_flagged,Yes Bank,7,0,0,0,0.807,0
txn_010810,253.74,UPI,risk_flagged,Kotak,13,3,0,0,0.464,0
txn_010811,669.74,Credit Card,wrong_otp,Kotak,5,1,0,1,0.781,0
txn_010812,1563.6,Debit Card,risk_flagged,Yes Bank,7,0,0,1,0.815,0
txn_010813,1515.08,Debit Card,expired_card,Axis,9,0,0,0,0.672,0
txn_010814,1182.73,UPI,risk_flagged,Axis,8,6,1,0,0.724,1
txn_010815,621.69,UPI,expired_card,Kotak,18,4,0,0,0.644,1
txn_010816,779.04,UPI,network_timeout,IDFC,21,2,0,0,0.524,0
txn_010817,966.94,UPI,insufficient_funds,HDFC,6,2,0,1,0.933,0
txn_010818,659.05,UPI,insufficient_funds,Kotak,13,3,0,1,0.54,1
txn_010819,1147.53,UPI,insufficient_funds,Yes Bank,11,5,1,0,0.798,0
txn_010820,260.88,UPI,card_declined,IDFC,12,0,0,1,0.801,0
txn_010821,1118.14,Debit Card,network_timeout,ICICI,19,4,0,1,0.89,0
txn_010822,325.58,Netbanking,card_declined,ICICI,4,0,0,1,0.567,1
txn_010823,289.33,Debit Card,network_timeout,Yes Bank,17,0,0,0,0.921,1
txn_010824,71.27,UPI,card_declined,HDFC,2,6,1,1,0.971,1
txn_010825,1535.71,Debit Card,bank_server_down,ICICI,19,4,0,1,0.633,0
txn_010826,347.36,UPI,insufficient_funds,SBI,0,6,1,2,0.925,0
txn_010827,1018.55,UPI,insufficient_funds,Axis,20,5,1,2,0.762,0
txn_010828,220.4,Credit Card,insufficient_funds,Axis,11,4,0,0,0.892,1
txn_010829,3098.62,Debit Card,insufficient_funds,Kotak,22,5,1,2,0.724,0
txn_010830,729.5,UPI,card_declined,HDFC,17,5,1,2,0.798,1
txn_010831,2225.77,Netbanking,network_timeout,Yes Bank,2,3,0,0,0.672,0
txn_010832,3027.19,Credit Card,wrong_otp,Axis,10,5,1,0,0.598,0
txn_010833,326.57,UPI,network_timeout,Axis,0,0,0,0,0.908,1
txn_010834,590.08,UPI,card_declined,Kotak,12,0,0,0,0.884,1
txn_010835,3068.77,Credit Card,card_declined,HDFC,21,1,0,2,0.932,1
txn_010836,511.2,Debit Card,network_timeout,Yes Bank,10,2,0,1,0.92,0
txn_010837,677.18,Debit Card,bank_server_down,Axis,14,1,0,1,0.309,1
txn_010838,175.89,Netbanking,wrong_otp,Yes Bank,17,0,0,2,0.859,1
txn_010839,1093.41,UPI,risk_flagged,Yes Bank,1,3,0,1,0.65,0
txn_010840,69.54,UPI,insufficient_funds,SBI,13,1,0,1,0.667,1
txn_010841,398.98,Credit Card,insufficient_funds,Axis,4,6,1,2,0.915,0
txn_010842,364.57,Netbanking,insufficient_funds,ICICI,4,4,0,1,0.872,0
txn_010843,62.9,UPI,bank_server_down,SBI,18,2,0,0,0.663,1
txn_010844,545.99,UPI,card_declined,ICICI,15,6,1,2,0.806,0
txn_010845,553.8,Debit Card,insufficient_funds,Kotak,0,6,1,0,0.644,0
txn_010846,110.53,Debit Card,network_timeout,IDFC,14,2,0,1,0.908,1
txn_010847,130.29,UPI,insufficient_funds,IDFC,16,5,1,0,0.94,0
txn_010848,312.28,Debit Card,network_timeout,HDFC,2,6,1,1,0.792,1
txn_010849,1758.6,UPI,insufficient_funds,Axis,1,3,0,1,0.675,0
txn_010850,135.26,UPI,card_declined,IDFC,13,4,0,1,0.687,0
txn_010851,314.76,UPI,network_timeout,SBI,13,0,0,0,0.52,0
txn_010852,995.19,UPI,insufficient_funds,Yes Bank,13,3,0,0,0.882,1
txn_010853,195.99,Credit Card,card_declined,HDFC,9,2,0,0,0.667,0
txn_010854,7413.91,Debit Card,insufficient_funds,Yes Bank,18,6,1,0,0.747,0
txn_010855,1502.97,Debit Card,network_timeout,Axis,1,6,1,2,0.981,0
txn_010856,1833.14,Debit Card,risk_flagged,HDFC,16,3,0,1,0.628,0
txn_010857,1314.99,Netbanking,card_declined,SBI,13,5,1,0,0.638,0
txn_010858,717.42,Netbanking,card_declined,IDFC,15,4,0,1,0.625,1
txn_010859,2406.5,Netbanking,risk_flagged,Yes Bank,0,5,1,0,0.643,0
txn_010860,839.97,UPI,risk_flagged,SBI,8,4,0,0,0.908,0
txn_010861,507.63,UPI,bank_server_down,ICICI,5,5,1,0,0.592,0
txn_010862,1478.4,UPI,wrong_otp,HDFC,5,3,0,0,0.751,0
txn_010863,423.95,Netbanking,wrong_otp,Yes Bank,12,1,0,0,0.934,1
txn_010864,144.54,Credit Card,network_timeout,Axis,22,1,0,0,0.526,1
txn_010865,611.22,Credit Card,wrong_otp,ICICI,7,1,0,0,0.744,0
txn_010866,767.28,UPI,expired_card,Kotak,15,3,0,0,0.558,0
txn_010867,1126.47,Netbanking,wrong_otp,Axis,10,1,0,0,0.839,0
txn_010868,1397.59,Netbanking,insufficient_funds,Kotak,22,4,0,0,0.898,0
txn_010869,552.64,UPI,expired_card,Yes Bank,6,0,0,0,0.975,0
txn_010870,622.21,Netbanking,bank_server_down,SBI,2,5,1,0,0.656,0
txn_010871,150.75,Netbanking,insufficient_funds,Axis,22,2,0,3,0.649,0
txn_010872,1297.82,UPI,insufficient_funds,ICICI,5,2,0,0,0.423,1
txn_010873,2505.73,Debit Card,insufficient_funds,Yes Bank,2,1,0,0,0.571,1
txn_010874,610.91,Debit Card,wrong_otp,Yes Bank,16,3,0,1,0.87,1
txn_010875,661.97,Wallet,bank_server_down,Yes Bank,5,6,1,0,0.502,1
txn_010876,121.31,UPI,risk_flagged,Axis,10,1,0,1,0.28,0
txn_010877,1719.44,Wallet,insufficient_funds,Yes Bank,18,1,0,0,0.556,0
txn_010878,2521.84,UPI,wrong_otp,Axis,19,2,0,1,0.726,1
txn_010879,767.12,Debit Card,card_declined,SBI,1,3,0,0,0.904,1
txn_010880,305.49,Credit Card,risk_flagged,Kotak,3,1,0,1,0.821,0
txn_010881,1276.35,Wallet,wrong_otp,Kotak,9,1,0,0,0.929,0
txn_010882,322.52,UPI,insufficient_funds,Yes Bank,21,3,0,1,0.976,1
txn_010883,821.27,Netbanking,bank_server_down,SBI,9,3,0,0,0.772,0
txn_010884,316.65,Debit Card,network_timeout,Yes Bank,16,1,0,1,0.802,1
txn_010885,1485.67,Credit Card,insufficient_funds,ICICI,12,5,1,1,0.34,0
txn_010886,241.59,Debit Card,insufficient_funds,IDFC,12,4,0,0,0.79,1
txn_010887,604.19,Credit Card,insufficient_funds,ICICI,16,3,0,1,0.739,0
txn_010888,508.21,UPI,insufficient_funds,ICICI,6,6,1,0,0.63,0
txn_010889,535.58,UPI,risk_flagged,SBI,21,4,0,2,0.564,0
txn_010890,233.57,UPI,wrong_otp,ICICI,11,4,0,0,0.737,1
txn_010891,188.51,Debit Card,wrong_otp,Axis,0,2,0,0,0.91,1
txn_010892,849.02,Credit Card,insufficient_funds,Axis,18,0,0,0,0.771,1
txn_010893,420.99,UPI,insufficient_funds,Axis,18,2,0,0,0.734,0
txn_010894,2024.32,UPI,bank_server_down,Axis,1,5,1,0,0.402,0
txn_010895,1630.75,UPI,insufficient_funds,IDFC,21,6,1,2,0.801,0
txn_010896,799.39,Debit Card,card_declined,ICICI,15,0,0,0,0.366,0
txn_010897,2454.15,UPI,insufficient_funds,Axis,19,0,0,0,0.82,0
txn_010898,923.02,UPI,bank_server_down,Yes Bank,15,3,0,3,0.909,1
txn_010899,990.72,Debit Card,bank_server_down,Kotak,23,3,0,0,0.716,0
txn_010900,304.13,Debit Card,wrong_otp,HDFC,9,3,0,1,0.815,0
txn_010901,153.87,Wallet,expired_card,Axis,9,1,0,1,0.884,0
txn_010902,687.78,UPI,bank_server_down,Kotak,17,4,0,0,0.904,1
txn_010903,459.96,Debit Card,card_declined,SBI,21,6,1,3,0.202,0
txn_010904,1731.08,UPI,network_timeout,Yes Bank,3,4,0,0,0.914,0
txn_010905,120.23,UPI,card_declined,SBI,13,6,1,3,0.911,0
txn_010906,1050.31,UPI,network_timeout,SBI,12,5,1,0,0.857,1
txn_010907,3308.41,Credit Card,card_declined,Kotak,3,6,1,2,0.585,0
txn_010908,333.69,Credit Card,card_declined,IDFC,1,2,0,4,0.58,0
txn_010909,3290.11,Netbanking,risk_flagged,Kotak,3,4,0,2,0.667,0
txn_010910,426.61,Netbanking,bank_server_down,HDFC,6,0,0,1,0.735,1
txn_010911,217.59,Netbanking,network_timeout,Yes Bank,21,4,0,0,0.373,1
txn_010912,195.41,UPI,network_timeout,SBI,14,6,1,0,0.875,1
txn_010913,4388.37,UPI,card_declined,Kotak,8,6,1,0,0.572,0
txn_010914,1317.45,Wallet,insufficient_funds,IDFC,9,2,0,1,0.75,0
txn_010915,450.41,UPI,bank_server_down,IDFC,23,1,0,0,0.848,1
txn_010916,1431.13,UPI,wrong_otp,SBI,1,1,0,1,0.72,0
txn_010917,1646.34,UPI,network_timeout,Yes Bank,2,6,1,1,0.506,1
txn_010918,870.81,Debit Card,network_timeout,HDFC,14,0,0,0,0.9,1
txn_010919,495.07,UPI,insufficient_funds,ICICI,15,3,0,0,0.944,0
txn_010920,982.16,UPI,bank_server_down,Kotak,10,4,0,0,0.472,1
txn_010921,755.7,UPI,card_declined,Kotak,20,3,0,0,0.595,1
txn_010922,751.95,Credit Card,bank_server_down,Kotak,17,2,0,0,0.664,1
txn_010923,898.93,Debit Card,card_declined,IDFC,1,2,0,2,0.868,1
txn_010924,1941.14,Credit Card,insufficient_funds,HDFC,1,5,1,1,0.734,0
txn_010925,547.94,Credit Card,card_declined,Axis,4,2,0,0,0.438,0
txn_010926,2483.39,UPI,bank_server_down,Kotak,17,3,0,0,0.604,0
txn_010927,301.48,UPI,bank_server_down,Yes Bank,6,1,0,1,0.741,1
txn_010928,888.7,Debit Card,card_declined,IDFC,22,4,0,2,0.669,0
txn_010929,1772.01,Debit Card,insufficient_funds,Kotak,1,5,1,2,0.763,0
txn_010930,102.53,Debit Card,wrong_otp,HDFC,22,4,0,0,0.673,1
txn_010931,335.01,Credit Card,card_declined,SBI,11,0,0,1,0.669,1
txn_010932,140.78,Debit Card,insufficient_funds,HDFC,21,3,0,0,0.437,0
txn_010933,1400.74,UPI,bank_server_down,SBI,23,1,0,0,0.383,0
txn_010934,699.02,Credit Card,bank_server_down,HDFC,15,1,0,1,0.845,0
txn_010935,748.45,Debit Card,wrong_otp,SBI,11,1,0,1,0.809,1
txn_010936,1336.69,Debit Card,insufficient_funds,Yes Bank,14,4,0,0,0.571,0
txn_010937,2171.31,Credit Card,insufficient_funds,HDFC,0,2,0,0,0.68,0
txn_010938,285.04,UPI,insufficient_funds,HDFC,9,2,0,2,0.798,1
txn_010939,472.71,Credit Card,insufficient_funds,Kotak,15,6,1,1,0.861,1
txn_010940,611.7,Debit Card,risk_flagged,ICICI,22,0,0,0,0.807,0
txn_010941,1073.5,Credit Card,network_timeout,HDFC,2,5,1,1,0.751,1
txn_010942,1109.15,Credit Card,insufficient_funds,IDFC,23,6,1,0,0.805,0
txn_010943,276.67,Credit Card,bank_server_down,Yes Bank,3,3,0,0,0.715,0
txn_010944,1815.68,Credit Card,network_timeout,ICICI,23,2,0,0,0.875,0
txn_010945,197.91,Debit Card,wrong_otp,HDFC,17,6,1,2,0.763,0
txn_010946,205.57,UPI,risk_flagged,ICICI,22,5,1,1,0.338,0
txn_010947,143.42,Credit Card,insufficient_funds,Kotak,11,2,0,1,0.657,0
txn_010948,1733.99,Credit Card,bank_server_down,Axis,16,2,0,2,0.544,1
txn_010949,1335.2,Netbanking,bank_server_down,IDFC,16,5,1,1,0.683,1
txn_010950,1816.71,Wallet,bank_server_down,HDFC,10,2,0,1,0.893,1
txn_010951,343.65,Credit Card,insufficient_funds,SBI,21,3,0,0,0.658,0
txn_010952,8114.48,Wallet,bank_server_down,Kotak,6,2,0,0,0.819,0
txn_010953,3663.04,UPI,card_declined,Yes Bank,5,4,0,0,0.803,0
txn_010954,643.94,Netbanking,insufficient_funds,HDFC,10,4,0,0,0.536,0
txn_010955,1590.64,Netbanking,bank_server_down,SBI,7,5,1,1,0.911,1
txn_010956,406.21,Netbanking,wrong_otp,HDFC,8,1,0,1,0.789,0
txn_010957,79.72,UPI,card_declined,Kotak,8,2,0,2,0.925,0
txn_010958,825.16,UPI,card_declined,HDFC,9,5,1,2,0.671,0
txn_010959,3856.57,UPI,network_timeout,ICICI,14,2,0,1,0.918,1
txn_010960,1722.38,Debit Card,bank_server_down,Axis,2,5,1,2,0.55,1
txn_010961,566.87,UPI,insufficient_funds,ICICI,21,6,1,1,0.937,1
txn_010962,3218.34,UPI,network_timeout,HDFC,3,5,1,2,0.747,0
txn_010963,984.2,UPI,bank_server_down,Kotak,8,5,1,1,0.543,1
txn_010964,3471.48,Debit Card,insufficient_funds,IDFC,8,6,1,1,0.787,1
txn_010965,2009.03,UPI,risk_flagged,Axis,0,5,1,1,0.618,0
txn_010966,179.23,UPI,network_timeout,Axis,21,1,0,0,0.334,1
txn_010967,3474.54,UPI,wrong_otp,Yes Bank,21,0,0,0,0.604,1
txn_010968,1745.0,UPI,card_declined,Axis,11,0,0,0,0.925,1
txn_010969,1704.74,Wallet,bank_server_down,HDFC,3,5,1,1,0.903,1
txn_010970,1381.03,Wallet,risk_flagged,HDFC,8,2,0,0,0.891,1
txn_010971,478.38,UPI,wrong_otp,ICICI,11,6,1,1,0.853,1
txn_010972,19165.46,UPI,wrong_otp,IDFC,21,0,0,1,0.681,0
txn_010973,2754.03,UPI,wrong_otp,IDFC,21,5,1,0,0.85,0
txn_010974,768.7,Netbanking,network_timeout,ICICI,19,2,0,3,0.608,0
txn_010975,161.3,Credit Card,insufficient_funds,ICICI,4,4,0,0,0.744,0
txn_010976,771.38,UPI,bank_server_down,Axis,6,5,1,2,0.795,0
txn_010977,272.34,UPI,network_timeout,Axis,8,5,1,0,0.652,1
txn_010978,1422.92,UPI,insufficient_funds,SBI,15,2,0,0,0.546,1
txn_010979,2120.38,UPI,insufficient_funds,ICICI,21,1,0,2,0.68,0
txn_010980,564.32,UPI,card_declined,IDFC,20,2,0,2,0.951,0
txn_010981,1268.32,UPI,expired_card,IDFC,23,0,0,0,0.503,0
txn_010982,6268.67,Netbanking,bank_server_down,HDFC,11,5,1,1,0.678,1
txn_010983,98.16,UPI,insufficient_funds,Yes Bank,11,6,1,0,0.694,0
txn_010984,232.62,UPI,bank_server_down,HDFC,11,4,0,0,0.702,0
txn_010985,423.08,UPI,risk_flagged,Yes Bank,8,2,0,1,0.343,0
txn_010986,1163.7,Netbanking,wrong_otp,Axis,3,3,0,1,0.631,1
txn_010987,706.99,Netbanking,card_declined,ICICI,17,4,0,0,0.831,0
txn_010988,304.01,UPI,network_timeout,HDFC,19,6,1,1,0.949,1
txn_010989,229.98,Debit Card,network_timeout,ICICI,16,0,0,1,0.897,0
txn_010990,238.11,Debit Card,network_timeout,SBI,2,6,1,1,0.503,0
txn_010991,136.54,Debit Card,risk_flagged,Yes Bank,1,6,1,0,0.55,0
txn_010992,1635.75,UPI,bank_server_down,IDFC,16,3,0,0,0.736,1
txn_010993,819.55,Netbanking,bank_server_down,HDFC,18,4,0,0,0.781,1
txn_010994,1431.87,Debit Card,bank_server_down,Axis,6,6,1,1,0.577,1
txn_010995,2428.7,Credit Card,bank_server_down,HDFC,6,5,1,0,0.72,0
txn_010996,142.83,UPI,network_timeout,Yes Bank,14,2,0,2,0.832,1
txn_010997,388.58,Netbanking,card_declined,HDFC,6,2,0,0,0.525,1
txn_010998,1669.9,Wallet,insufficient_funds,ICICI,0,0,0,1,0.681,0
txn_010999,107.68,Wallet,insufficient_funds,IDFC,8,6,1,1,0.812,0
txn_011000,59.51,Debit Card,network_timeout,Yes Bank,23,4,0,2,0.63,0
txn_011001,2684.8,UPI,card_declined,HDFC,18,2,0,4,0.633,0
txn_011002,194.49,UPI,insufficient_funds,ICICI,12,4,0,1,0.718,0
txn_011003,323.61,UPI,card_declined,HDFC,13,4,0,0,0.635,0
txn_011004,528.58,UPI,card_declined,Kotak,18,6,1,0,0.653,0
txn_011005,486.71,UPI,network_timeout,Axis,7,5,1,0,0.726,1
txn_011006,392.11,Credit Card,wrong_otp,Kotak,4,4,0,1,0.88,0
txn_011007,508.56,Debit Card,insufficient_funds,ICICI,3,6,1,2,0.788,0
txn_011008,1730.18,Debit Card,bank_server_down,IDFC,12,3,0,0,0.656,1
txn_011009,83.06,UPI,network_timeout,SBI,6,2,0,0,0.55,1
txn_011010,4317.16,Credit Card,bank_server_down,HDFC,17,5,1,1,0.472,1
txn_011011,328.57,UPI,wrong_otp,Axis,20,0,0,0,0.82,1
txn_011012,359.52,UPI,wrong_otp,Kotak,12,3,0,0,0.836,0
txn_011013,225.48,UPI,network_timeout,Kotak,8,2,0,0,0.891,0
txn_011014,911.1,Debit Card,insufficient_funds,Yes Bank,4,6,1,2,0.73,0
txn_011015,378.44,Wallet,bank_server_down,Kotak,19,6,1,1,0.897,1
txn_011016,1201.96,Debit Card,network_timeout,SBI,15,1,0,1,0.798,1
txn_011017,916.78,UPI,card_declined,ICICI,20,4,0,0,0.791,0
txn_011018,1937.58,Debit Card,network_timeout,ICICI,20,4,0,0,0.624,1
txn_011019,2150.34,UPI,insufficient_funds,Yes Bank,5,0,0,1,0.799,0
txn_011020,1269.92,Netbanking,network_timeout,Yes Bank,19,6,1,0,0.937,1
txn_011021,2202.62,UPI,card_declined,Yes Bank,16,0,0,1,0.874,1
txn_011022,734.08,Debit Card,bank_server_down,SBI,23,6,1,1,0.829,1
txn_011023,1244.01,Netbanking,bank_server_down,SBI,17,0,0,0,0.579,1
txn_011024,289.4,UPI,wrong_otp,IDFC,4,2,0,0,0.896,1
txn_011025,195.66,Credit Card,bank_server_down,IDFC,3,1,0,3,0.823,1
txn_011026,836.66,Credit Card,insufficient_funds,ICICI,0,3,0,2,0.407,0
txn_011027,509.82,Credit Card,insufficient_funds,ICICI,22,6,1,1,0.664,0
txn_011028,1538.44,UPI,wrong_otp,Kotak,0,1,0,0,0.692,0
txn_011029,1200.08,Credit Card,expired_card,ICICI,8,5,1,3,0.685,0
txn_011030,441.08,UPI,bank_server_down,SBI,8,6,1,0,0.416,0
txn_011031,262.98,Debit Card,wrong_otp,ICICI,17,6,1,1,0.731,0
txn_011032,167.81,UPI,card_declined,Yes Bank,5,5,1,0,0.752,0
txn_011033,227.85,UPI,bank_server_down,Kotak,21,4,0,1,0.259,0
txn_011034,2055.86,Debit Card,wrong_otp,Yes Bank,17,6,1,2,0.58,0
txn_011035,2508.61,Wallet,card_declined,IDFC,11,0,0,1,0.903,0
txn_011036,383.84,UPI,card_declined,SBI,23,0,0,0,0.796,1
txn_011037,3057.85,UPI,insufficient_funds,ICICI,19,0,0,0,0.697,1
txn_011038,886.8,Netbanking,risk_flagged,Axis,16,4,0,0,0.562,0
txn_011039,1540.71,UPI,expired_card,SBI,2,6,1,0,0.924,0
txn_011040,854.86,Wallet,insufficient_funds,Yes Bank,7,3,0,1,0.56,0
txn_011041,499.2,UPI,network_timeout,IDFC,14,0,0,2,0.69,0
txn_011042,819.5,Debit Card,wrong_otp,ICICI,15,4,0,2,0.678,0
txn_011043,859.79,Credit Card,card_declined,IDFC,5,1,0,1,0.728,0
txn_011044,200.43,UPI,insufficient_funds,ICICI,3,6,1,0,0.617,1
txn_011045,620.42,Credit Card,risk_flagged,IDFC,13,5,1,1,0.316,0
txn_011046,1685.01,UPI,insufficient_funds,HDFC,1,5,1,0,0.727,0
txn_011047,224.84,UPI,bank_server_down,Kotak,5,6,1,2,0.858,1
txn_011048,1908.89,UPI,risk_flagged,Kotak,5,3,0,0,0.53,0
txn_011049,1882.74,UPI,network_timeout,Yes Bank,15,5,1,0,0.758,1
txn_011050,446.97,Credit Card,insufficient_funds,Kotak,3,1,0,0,0.766,0
txn_011051,2856.21,Debit Card,risk_flagged,ICICI,2,1,0,0,0.351,0
txn_011052,1198.08,Credit Card,insufficient_funds,Kotak,0,0,0,3,0.64,0
txn_011053,230.3,Netbanking,insufficient_funds,Kotak,11,5,1,1,0.765,0
txn_011054,712.99,Netbanking,insufficient_funds,ICICI,19,6,1,1,0.694,0
txn_011055,357.34,UPI,network_timeout,IDFC,15,2,0,1,0.845,0
txn_011056,105.0,Netbanking,bank_server_down,Yes Bank,4,1,0,0,0.742,1
txn_011057,1099.83,UPI,bank_server_down,HDFC,0,2,0,1,0.589,1
txn_011058,343.76,UPI,insufficient_funds,IDFC,8,0,0,1,0.905,1
txn_011059,539.4,Debit Card,bank_server_down,SBI,23,4,0,1,0.823,1
txn_011060,301.9,Credit Card,network_timeout,SBI,6,0,0,0,0.961,1
txn_011061,1577.89,UPI,insufficient_funds,Kotak,22,2,0,1,0.517,0
txn_011062,649.06,UPI,card_declined,ICICI,14,5,1,0,0.737,0
txn_011063,1078.74,Credit Card,card_declined,Axis,2,1,0,0,0.58,0
txn_011064,2047.53,Credit Card,expired_card,Kotak,23,0,0,0,0.82,0
txn_011065,1359.58,UPI,insufficient_funds,HDFC,13,5,1,0,0.689,0
txn_011066,255.92,Credit Card,bank_server_down,Axis,13,0,0,1,0.784,1
txn_011067,848.49,UPI,card_declined,Kotak,0,2,0,1,0.702,1
txn_011068,19714.47,Debit Card,card_declined,HDFC,15,5,1,1,0.845,0
txn_011069,554.61,Debit Card,card_declined,Yes Bank,19,5,1,1,0.51,0
txn_011070,702.02,Debit Card,expired_card,Kotak,1,1,0,0,0.915,0
txn_011071,1470.23,UPI,network_timeout,Yes Bank,17,3,0,1,0.732,1
txn_011072,234.23,Netbanking,bank_server_down,Axis,7,1,0,1,0.819,0
txn_011073,610.64,UPI,insufficient_funds,ICICI,16,5,1,3,0.877,0
txn_011074,6590.98,Debit Card,bank_server_down,Kotak,7,5,1,1,0.399,1
txn_011075,1796.63,Debit Card,network_timeout,IDFC,2,5,1,3,0.572,0
txn_011076,399.85,UPI,card_declined,HDFC,21,3,0,0,0.69,1
txn_011077,1248.23,Netbanking,bank_server_down,SBI,7,1,0,0,0.93,0
txn_011078,5122.15,UPI,risk_flagged,IDFC,0,5,1,0,0.813,0
txn_011079,993.15,Credit Card,wrong_otp,Axis,6,4,0,0,0.892,1
txn_011080,412.56,Wallet,insufficient_funds,Kotak,9,4,0,2,0.704,1
txn_011081,6149.92,Credit Card,bank_server_down,Kotak,19,2,0,0,0.803,0
txn_011082,1005.99,Debit Card,card_declined,Kotak,18,5,1,0,0.725,0
txn_011083,694.36,UPI,risk_flagged,Yes Bank,18,6,1,0,0.604,0
txn_011084,105.63,UPI,bank_server_down,ICICI,8,5,1,1,0.766,1
txn_011085,253.95,UPI,bank_server_down,Kotak,22,1,0,2,0.709,0
txn_011086,2131.67,UPI,insufficient_funds,IDFC,16,3,0,1,0.703,0
txn_011087,114.72,UPI,card_declined,ICICI,9,5,1,1,0.899,1
txn_011088,1125.23,Netbanking,insufficient_funds,Yes Bank,16,3,0,0,0.905,0
txn_011089,1768.08,UPI,risk_flagged,IDFC,23,1,0,0,0.452,0
txn_011090,2606.98,Credit Card,network_timeout,ICICI,5,3,0,3,0.472,0
txn_011091,44.34,Debit Card,card_declined,Kotak,7,6,1,0,0.726,0
txn_011092,90.43,UPI,expired_card,HDFC,7,2,0,2,0.36,0
txn_011093,163.31,Debit Card,insufficient_funds,ICICI,5,0,0,1,0.85,1
txn_011094,328.85,UPI,bank_server_down,ICICI,3,5,1,2,0.722,0
txn_011095,249.98,Credit Card,card_declined,IDFC,6,5,1,2,0.868,0
txn_011096,178.5,UPI,bank_server_down,SBI,8,0,0,1,0.848,0
txn_011097,503.47,Credit Card,bank_server_down,Kotak,15,1,0,1,0.573,1
txn_011098,247.39,UPI,wrong_otp,HDFC,3,2,0,0,0.596,1
txn_011099,982.5,Credit Card,expired_card,Yes Bank,18,6,1,2,0.579,0
txn_011100,922.91,Debit Card,insufficient_funds,Kotak,1,0,0,1,0.751,0
txn_011101,199.93,Credit Card,insufficient_funds,IDFC,12,0,0,1,0.721,0
txn_011102,337.33,UPI,bank_server_down,Axis,16,5,1,1,0.708,1
txn_011103,746.29,UPI,risk_flagged,Axis,19,3,0,1,0.553,1
txn_011104,1121.2,Netbanking,wrong_otp,HDFC,22,1,0,3,0.67,0
txn_011105,733.13,UPI,insufficient_funds,ICICI,0,6,1,3,0.593,0
txn_011106,977.17,UPI,insufficient_funds,ICICI,22,6,1,0,0.755,1
txn_011107,555.09,UPI,bank_server_down,Yes Bank,16,5,1,0,0.75,1
txn_011108,268.24,Credit Card,insufficient_funds,Axis,17,4,0,1,0.658,0
txn_011109,362.45,Credit Card,insufficient_funds,ICICI,9,6,1,0,0.428,0
txn_011110,297.36,Credit Card,insufficient_funds,HDFC,14,1,0,1,0.495,0
txn_011111,135.44,UPI,card_declined,HDFC,5,2,0,0,0.85,1
txn_011112,621.26,UPI,bank_server_down,HDFC,14,3,0,1,0.632,0
txn_011113,539.71,Credit Card,expired_card,Yes Bank,14,1,0,2,0.762,0
txn_011114,1188.04,UPI,wrong_otp,Kotak,9,3,0,0,0.646,0
txn_011115,5873.11,Credit Card,bank_server_down,SBI,5,5,1,0,0.704,0
txn_011116,976.83,Credit Card,insufficient_funds,Kotak,1,2,0,1,0.727,0
txn_011117,429.33,Debit Card,wrong_otp,IDFC,18,6,1,1,0.467,1
txn_011118,1125.61,Credit Card,bank_server_down,HDFC,14,2,0,0,0.663,1
txn_011119,822.11,UPI,insufficient_funds,SBI,10,2,0,0,0.786,1
txn_011120,262.74,UPI,risk_flagged,SBI,20,2,0,1,0.614,0
txn_011121,1447.49,UPI,card_declined,Yes Bank,9,5,1,0,0.841,0
txn_011122,106.43,UPI,bank_server_down,SBI,5,2,0,1,0.606,1
txn_011123,1116.96,UPI,wrong_otp,IDFC,0,4,0,0,0.912,1
txn_011124,818.6,Debit Card,insufficient_funds,Axis,14,5,1,0,0.722,1
txn_011125,278.91,Debit Card,insufficient_funds,IDFC,22,5,1,0,0.807,0
txn_011126,454.83,Debit Card,network_timeout,IDFC,14,3,0,0,0.825,0
txn_011127,768.12,Credit Card,network_timeout,Axis,4,3,0,2,0.559,0
txn_011128,1385.58,UPI,bank_server_down,Yes Bank,5,5,1,1,0.632,0
txn_011129,684.21,UPI,wrong_otp,HDFC,22,2,0,1,0.897,1
txn_011130,314.77,Credit Card,insufficient_funds,ICICI,3,0,0,1,0.382,0
txn_011131,455.99,Wallet,network_timeout,SBI,3,4,0,0,0.911,1
txn_011132,935.92,UPI,bank_server_down,SBI,11,5,1,0,0.593,1
